position,age,value
455.32,10890,2.04
455.37,10892,2.25
455.42,10894,2.17
455.47,10897,2.16
455.52,10899,2.13
455.57,10901,2.2
455.62,10904,2.23
455.67,10906,2.09
455.72,10909,2.29
455.77,10911,2.27
455.82,10913,2.17
455.87,10916,2.2
455.92,10918,2.2
455.97,10920,2.09
456.02,10923,2.31
456.07,10925,2.27
456.12,10928,2.28
456.17,10930,2.26
456.22,10932,2.27
456.27,10935,2.28
456.32,10937,2.23
456.37,10940,2.17
456.42,10942,2.16
456.47,10944,1.96
456.52,10947,2.01
456.57,10949,1.97
456.62,10951,1.94
456.67,10954,2.02
456.72,10956,1.92
456.77,10959,1.91
456.82,10961,1.95
456.87,10963,1.94
456.92,10966,2.1
456.97,10968,2.02
457.02,10970,2.11
457.07,10973,2.13
457.12,10975,2.18
457.17,10978,2.16
457.22,10980,2.22
457.27,10982,2.17
457.32,10985,2.15
457.37,10987,2.12
457.42,10989,2.13
457.47,10992,2.07
457.52,10994,2.13
457.57,10997,2.11
457.62,10999,2.09
457.67,11001,2.16
457.72,11004,2.11
457.77,11006,2.21
457.82,11009,2.17
457.87,11011,2.19
457.92,11013,2.11
457.97,11016,2.02
458.02,11018,2.03
458.07,11020,1.95
458.12,11023,1.85
458.17,11024,1.93
458.22,11026,1.8
458.27,11028,1.82
458.32,11029,1.96
458.37,11031,2.09
458.42,11033,2.12
458.47,11034,2.09
458.52,11036,2.26
458.57,11038,2.25
458.62,11039,2.28
458.67,11041,2.24
458.72,11043,2.31
458.77,11045,2.32
458.82,11046,2.32
458.87,11048,2.36
458.92,11050,2.29
458.97,11051,2.32
459.02,11053,2.28
459.07,11055,2.22
459.12,11056,2.18
459.17,11058,2.38
459.22,11060,2.2
459.27,11061,2.33
459.32,11063,2.22
459.37,11065,2.37
459.42,11066,2.3
459.47,11068,2.28
459.52,11070,2.07
459.57,11071,2.09
459.62,11073,2.12
459.67,11075,2.22
459.72,11076,2.14
459.77,11078,2.17
459.82,11080,2.16
459.87,11082,2.21
459.92,11083,2.21
459.97,11085,2.25
460.02,11087,2.36
460.07,11088,2.32
460.12,11090,2.31
460.17,11092,2.26
460.22,11093,2.33
460.27,11095,2.43
460.32,11097,2.47
460.37,11098,2.36
460.42,11100,2.36
460.47,11102,2.34
460.52,11103,2.22
460.57,11105,2.12
460.62,11107,2.24
460.67,11108,2.15
460.72,11110,2.19
460.77,11112,2.16
460.82,11113,2.09
460.87,11115,2.17
460.92,11117,2
460.97,11119,2.04
461.02,11120,2.11
461.07,11122,2.1
461.12,11124,2.12
461.17,11125,1.98
461.22,11127,2.12
461.27,11129,2.23
461.32,11130,2.34
461.37,11132,2.11
461.42,11134,2.29
461.47,11135,2.26
461.52,11137,2.26
461.57,11139,2.14
461.62,11140,2.06
461.67,11142,2.12
461.72,11144,2.03
461.77,11145,1.73
461.82,11147,1.9
461.87,11149,1.96
461.92,11151,2.05
461.97,11153,2.02
462.02,11155,2.13
462.07,11157,2.1
462.12,11159,2.05
462.17,11161,2.05
462.22,11163,1.92
462.27,11165,2.1
462.32,11167,2.03
462.37,11169,2.12
462.42,11171,2.35
462.47,11173,2.42
462.52,11175,2.43
462.57,11178,2.37
462.62,11180,2.43
462.67,11182,2.3
462.72,11184,2.21
462.77,11186,2.23
462.82,11188,2.1
462.87,11190,2.29
462.92,11192,2.18
462.97,11194,2.19
463.02,11196,2.24
463.07,11198,2.27
463.12,11200,2.15
463.17,11202,2.29
463.22,11204,2.32
463.27,11206,2.25
463.32,11208,2.23
463.37,11210,2.32
463.42,11212,2.3
463.47,11214,2.37
463.52,11216,2.32
463.57,11218,2.31
463.62,11220,2.25
463.67,11222,2.2
463.72,11224,1.98
463.77,11226,2.19
463.82,11228,2.23
463.87,11230,2.28
463.92,11232,2.01
463.97,11234,1.89
464.02,11236,1.97
464.07,11238,1.85
464.12,11240,2.06
464.17,11242,2.22
464.22,11244,2.24
464.27,11246,2.32
464.32,11248,2.22
464.37,11250,2.15
464.42,11252,2.08
464.47,11254,2.12
464.52,11256,2.26
464.57,11258,2.05
464.62,11260,1.87
464.67,11262,1.89
464.72,11264,2.14
464.77,11266,2.18
464.82,11268,2.17
464.87,11270,2.1
464.92,11272,2.22
464.97,11274,2.1
465.02,11276,2.08
465.07,11278,2.01
465.12,11280,1.81
465.17,11283,1.89
465.22,11285,2.12
465.27,11287,2.1
465.32,11289,2.14
465.37,11291,2.33
465.42,11293,2.33
465.47,11295,2.51
465.52,11298,2.27
465.57,11301,2.28
465.62,11304,2.37
465.67,11307,2.42
465.72,11309,2.29
465.77,11312,2.21
465.82,11315,2.26
465.87,11318,2.19
465.92,11321,2.2
465.97,11324,2.26
466.02,11326,2.15
466.07,11329,2.25
466.12,11332,2.2
466.17,11335,2.22
466.22,11338,2.18
466.27,11340,2.21
466.32,11343,2.09
466.37,11346,2.2
466.42,11349,2.13
466.47,11352,2.23
466.52,11354,2.29
466.57,11357,2.16
466.62,11360,2.13
466.67,11363,2.24
466.72,11366,1.89
466.77,11368,1.69
466.82,11371,2
466.87,11374,2.14
466.92,11377,2.03
466.97,11380,2.13
467.02,11383,2.25
467.07,11385,1.98
467.12,11388,2.12
467.17,11391,2
467.22,11394,2.07
467.27,11397,2.06
467.32,11399,2.22
467.37,11402,2.29
467.42,11405,2.42
467.47,11408,2.31
467.52,11411,2.31
467.57,11413,2.24
467.62,11416,2.15
467.67,11419,2.17
467.72,11422,2.06
467.77,11425,2.05
467.82,11427,2.05
467.87,11430,1.97
467.92,11433,1.86
467.97,11436,2.02
468.02,11439,1.95
468.07,11442,2.15
468.12,11444,2.1
468.17,11447,2.03
468.22,11450,1.95
468.27,11453,2.14
468.32,11456,2.08
468.37,11458,2.41
468.42,11461,2.21
468.47,11464,2.07
468.52,11467,2.02
468.57,11470,2.23
468.62,11472,2.3
468.67,11475,2.07
468.72,11478,2.16
468.77,11481,2.02
468.82,11484,2.12
468.87,11486,2.07
468.92,11489,2.17
468.97,11492,2.33
469.02,11495,2.27
469.07,11498,2.11
469.12,11501,2.05
469.17,11503,2.21
469.22,11506,2.16
469.27,11509,2.14
469.32,11512,2.24
469.37,11515,2.24
469.42,11517,1.92
469.47,11520,2.19
469.52,11523,2.13
469.57,11526,2.25
469.62,11529,2.27
469.67,11531,2.26
469.72,11534,2.2
469.77,11537,2.22
469.82,11540,2.06
469.87,11543,2.05
469.92,11545,2.17
469.97,11548,2.13
470.02,11551,2.16
470.07,11554,2.1
470.12,11557,1.94
470.17,11560,1.87
470.22,11562,2.01
470.27,11565,2.14
470.32,11568,2.19
470.37,11571,2.37
470.42,11574,2.33
470.47,11576,2.35
470.52,11579,2.22
470.57,11582,1.97
470.62,11585,1.82
470.67,11588,2.08
470.72,11590,2.19
470.77,11593,2.13
470.82,11596,1.96
470.87,11599,2.11
470.92,11602,2.1
470.97,11604,2.07
471.02,11607,2.14
471.07,11610,1.95
471.12,11613,2.27
471.17,11616,2.35
471.22,11619,2.32
471.27,11621,2.28
471.32,11624,1.95
471.37,11627,2.04
471.42,11630,1.95
471.47,11633,2.06
471.52,11635,1.94
471.57,11638,2.07
471.62,11640,2.08
471.67,11642,1.82
471.72,11645,1.9
471.77,11647,2.06
471.82,11649,2.3
471.87,11651,2.34
471.92,11654,2.23
471.97,11656,2.2
472.02,11658,2.3
472.07,11660,2.12
472.12,11663,2.12
472.17,11665,2.17
472.22,11667,2.1
472.27,11669,2.25
472.32,11672,2.28
472.37,11674,2.4
472.42,11676,2.22
472.47,11678,2.29
472.52,11680,2.37
472.57,11683,2.43
472.62,11685,2.18
472.67,11687,2.33
472.72,11689,2.36
472.82,11694,1.96
472.87,11696,2.14
472.92,11698,2.06
473.02,11703,2.03
473.07,11705,2.09
473.12,11707,1.81
473.17,11710,2.18
473.22,11712,2.11
473.27,11714,2.08
473.32,11716,2.07
473.37,11719,1.99
473.42,11721,2.05
473.57,11727,2.15
473.62,11730,2.35
473.67,11732,2.23
473.72,11734,2.32
473.77,11736,2.32
473.82,11739,2.21
473.87,11741,2.32
473.92,11743,2.13
473.97,11745,2.19
474.02,11748,2.19
474.07,11750,2.09
474.12,11752,2.13
474.17,11754,2.13
474.22,11757,2.14
474.27,11759,2.09
474.42,11766,2.22
474.47,11768,2.16
474.52,11770,2.17
474.57,11772,2.18
474.62,11774,2.24
474.67,11777,2.09
474.72,11779,2.17
474.77,11781,2.1
474.82,11783,2.07
474.87,11786,2.1
474.92,11788,2.08
474.97,11790,2.05
475.02,11792,1.9
475.07,11795,2
475.12,11797,1.99
475.17,11799,1.92
475.22,11802,1.85
475.27,11804,2.02
475.32,11807,2.03
475.37,11810,2.09
475.47,11815,1.97
475.52,11817,2.2
475.57,11820,2.3
475.62,11823,2.03
475.67,11825,1.99
475.72,11828,2.26
475.77,11831,2.19
475.87,11836,1.98
475.92,11839,2.26
475.97,11841,2.3
476.03,11844,2.13
476.08,11847,2.04
476.13,11850,2.13
476.18,11852,2.06
476.23,11855,2.2
476.28,11858,2.04
476.33,11860,2.25
476.38,11863,2.04
476.43,11866,2.11
476.48,11868,2.06
476.53,11871,2.2
476.58,11874,2.22
476.63,11876,2.13
476.68,11879,2.17
476.73,11882,2.17
476.78,11884,2.28
476.83,11887,2.27
476.88,11889,2.34
476.93,11892,2.34
476.96,11894,2.3
477.01,11896,2.39
477.06,11899,2.41
477.11,11902,2.33
477.16,11904,2.37
477.21,11907,2.3
477.26,11910,2.19
477.31,11912,2.08
477.36,11915,2.2
477.41,11917,2.16
477.46,11920,2.24
477.51,11922,2.13
477.56,11924,2.17
477.61,11927,2.01
477.66,11929,2.03
477.71,11931,2.15
477.76,11934,2.16
477.81,11936,2.19
477.86,11938,2.44
477.91,11941,2.25
477.96,11943,2.38
478.01,11945,2.35
478.06,11948,2.44
478.11,11950,2.23
478.16,11952,2.23
478.21,11955,2.07
478.26,11957,2.14
478.31,11959,2.14
478.36,11962,2.22
478.41,11964,2.25
478.46,11966,2.36
478.51,11969,2.37
478.56,11971,2.42
478.61,11973,2.24
478.76,11980,2.26
478.81,11983,2
478.86,11985,2.15
478.91,11987,2.15
479.01,11992,2.04
479.06,11994,1.99
479.11,11997,1.94
479.16,11999,1.85
479.21,12001,1.8
479.26,12004,1.9
479.31,12006,1.91
479.36,12008,2.04
479.41,12010,2.07
479.46,12013,2.07
479.51,12015,1.99
479.56,12017,2.1
479.61,12019,2.14
479.66,12022,2.18
479.71,12024,2.22
479.76,12026,2.15
479.81,12028,2
479.86,12031,1.88
479.91,12033,2
479.96,12035,1.9
480.01,12038,2.01
480.06,12040,2.21
480.11,12042,2.05
480.16,12044,2.01
480.21,12047,2.07
480.26,12049,1.86
480.31,12051,2.02
480.36,12053,2.07
480.41,12056,2.23
480.46,12058,2.27
480.51,12060,2.31
480.56,12062,2.2
480.61,12065,2.07
480.66,12067,1.85
480.71,12069,1.97
480.76,12071,1.89
480.81,12074,1.92
480.86,12076,2.18
480.91,12078,1.91
480.96,12080,1.89
481.01,12083,2.08
481.06,12085,2.12
481.11,12087,2
481.16,12089,2.01
481.21,12092,1.84
481.26,12094,1.78
481.31,12096,1.83
481.36,12098,2.08
481.41,12101,2.14
481.46,12103,2.17
481.51,12105,2.14
481.56,12107,1.96
481.61,12110,1.93
481.66,12112,1.88
481.71,12114,1.83
481.76,12117,1.91
481.81,12120,2
481.87,12123,2.02
481.92,12125,2.07
481.97,12128,2.07
482.02,12130,2.09
482.07,12133,2.1
482.12,12135,2.13
482.17,12138,2.2
482.22,12141,2.16
482.27,12143,2.11
482.32,12146,2.19
482.37,12148,2.05
482.42,12151,1.98
482.47,12154,2.06
482.52,12156,2.11
482.57,12159,1.91
482.62,12161,1.94
482.67,12164,2
482.72,12166,1.89
482.77,12169,2.04
482.82,12172,2.31
482.87,12174,2.27
482.92,12177,2.21
482.94,12178,1.88
482.99,12180,1.97
483.04,12183,2.04
483.09,12185,2.07
483.14,12188,1.97
483.24,12193,2.1
483.29,12196,2.25
483.34,12198,2.25
483.39,12201,2.2
483.44,12203,2.18
483.49,12206,2.15
483.54,12209,2.07
483.59,12211,2.18
483.64,12214,2.13
483.69,12216,2.32
483.74,12219,2.17
483.79,12221,2.16
483.84,12224,2.2
483.89,12227,2.28
483.94,12229,2.12
483.99,12232,2
484.04,12234,2.03
484.09,12237,1.91
484.14,12240,1.78
484.19,12242,1.96
484.24,12245,1.93
484.29,12248,2.08
484.34,12251,2.19
484.39,12253,2.07
484.44,12256,2.31
484.49,12259,2.23
484.54,12262,2.23
484.59,12265,2.35
484.64,12267,2.14
484.69,12270,2.23
484.74,12273,2.16
484.79,12276,2.09
484.84,12279,2.15
484.89,12281,2.18
484.94,12284,1.91
484.99,12287,1.99
485.04,12290,1.87
485.09,12292,2.01
485.14,12295,1.97
485.19,12298,1.8
485.24,12301,1.92
485.29,12304,1.97
485.34,12306,1.81
485.39,12309,2.04
485.44,12312,1.85
485.49,12315,2.04
485.54,12318,1.91
485.59,12320,2.09
485.64,12323,2.11
485.69,12326,2.38
485.74,12329,2.24
485.79,12331,2.22
485.84,12334,2.14
485.89,12337,2.16
485.94,12340,2.08
485.99,12343,2.1
486.09,12348,1.89
486.14,12351,1.99
486.19,12354,1.99
486.24,12357,2.05
486.29,12359,1.95
486.34,12362,1.86
486.39,12365,2.01
486.44,12368,1.98
486.49,12371,2.09
486.54,12374,2.09
486.59,12377,1.99
486.64,12380,2.21
486.69,12383,2.29
486.74,12386,2.3
486.79,12389,2.27
486.84,12392,2.37
486.89,12395,2.3
486.94,12398,2.19
486.99,12401,2.27
487.04,12404,2.16
487.09,12407,2.08
487.14,12410,2.06
487.19,12413,2.12
487.24,12416,2.07
487.29,12419,2.3
487.34,12422,2.22
487.44,12428,2.08
487.49,12431,2.07
487.54,12434,2.05
487.59,12437,1.88
487.64,12440,2.21
487.69,12442,2.16
487.74,12444,2.23
487.79,12446,2.15
487.84,12448,2.21
487.89,12450,2.07
487.94,12452,2.15
487.99,12454,2.09
488.04,12456,2.21
488.09,12458,2.22
488.14,12460,2.32
488.19,12462,2.31
488.24,12464,2.24
488.29,12466,2.06
488.34,12468,2.12
488.39,12470,2.06
488.44,12472,2.09
488.49,12474,2.07
488.54,12476,2.06
488.59,12478,1.92
488.64,12480,2.09
488.69,12482,1.89
488.74,12484,1.93
488.79,12486,1.84
488.84,12488,2.07
488.89,12490,2.23
488.94,12492,2.18
488.99,12494,2.17
489.04,12496,2.07
489.09,12498,2.17
489.14,12500,2.2
489.19,12502,2.08
489.24,12504,1.99
489.29,12506,2.25
489.34,12508,2.21
489.39,12510,2.21
489.44,12512,2.18
489.49,12514,2.23
489.54,12516,2.16
489.59,12518,2.19
489.64,12520,2.2
489.69,12522,2.22
489.74,12524,2.29
489.79,12526,2.23
489.84,12528,2.18
489.89,12530,2.18
489.94,12532,2.1
489.99,12534,2.1
490.04,12536,2.1
490.09,12538,2.09
490.14,12540,2.1
490.19,12542,2.13
490.24,12544,2.3
490.29,12546,2.21
490.34,12548,2.23
490.39,12550,2.21
490.46,12552,2.08
490.51,12554,2.28
490.57,12557,2.29
490.62,12559,2.32
490.67,12561,2.08
490.72,12563,2.2
490.77,12565,2.17
490.82,12567,2.09
490.87,12569,2.3
490.92,12571,2.23
490.97,12573,2.12
491.02,12575,2.18
491.07,12577,2.07
491.12,12579,2.01
491.17,12581,2.35
491.22,12583,2.07
491.27,12585,2.06
491.32,12587,1.98
491.37,12589,2.06
491.42,12591,2.01
491.47,12593,2.24
491.49,12594,2.3
491.54,12596,2.17
491.59,12598,2.15
491.64,12600,2.08
491.69,12602,2.07
491.74,12604,2.18
491.79,12606,2.23
491.84,12608,2.08
491.89,12610,2.1
491.94,12612,2.12
491.99,12614,2.15
492.04,12616,2.18
492.09,12618,2.12
492.14,12620,2.21
492.19,12622,2.25
492.24,12624,2.18
492.29,12626,2.16
492.34,12628,2.21
492.39,12630,2.05
492.44,12632,2.26
492.49,12634,2.14
492.54,12636,1.98
492.59,12638,2.05
492.64,12640,2.29
492.69,12642,2.22
492.74,12644,2.22
492.79,12646,2.05
492.84,12648,2.12
492.89,12650,2.23
492.94,12652,2.15
492.99,12654,2.03
493.04,12656,2.1
493.09,12658,2.12
493.14,12660,2.01
493.19,12662,1.73
493.34,12668,2.12
493.39,12670,2.19
493.44,12672,2.2
493.49,12674,2.26
493.54,12676,2.32
493.59,12678,2.25
493.64,12680,2.24
493.69,12682,2.03
493.74,12684,2.15
493.79,12686,2.07
493.84,12688,2.302
493.89,12690,2.31
493.94,12692,2.388
493.99,12694,2.236
494.04,12696,2.131
494.09,12698,2.153
494.14,12700,2.258
494.19,12702,2.171
494.24,12704,2.147
494.29,12706,2.144
494.44,12712,2.159
494.49,12714,2.14
494.54,12716,2.314
494.59,12718,2.209
494.64,12720,2.217
494.69,12722,2.135
494.74,12724,2.296
494.79,12726,2.19
494.84,12728,2.192
494.89,12730,2.113
494.94,12732,2.225
494.99,12734,2.231
495.04,12736,2.151
495.09,12738,2.331
495.14,12740,2.115
495.19,12742,2.068
495.24,12744,2.08
495.29,12746,2.101
495.34,12748,2.074
495.39,12750,2.068
495.44,12751,2.128
495.49,12753,1.89
495.54,12755,2.067
495.59,12757,2.001
495.64,12759,2.038
495.69,12761,2.046
495.74,12763,2.078
495.79,12765,2.031
495.84,12767,2.101
495.89,12769,2.019
495.94,12771,2.047
495.99,12773,2.069
496.04,12775,2.182
496.09,12777,2.141
496.14,12779,2.277
496.19,12781,2.293
496.24,12783,2.36
496.29,12785,2.235
496.34,12787,2.339
496.39,12789,2.164
496.44,12791,2.307
496.49,12793,2.3
496.54,12795,2.182
496.59,12797,2.212
496.64,12799,2.1
496.69,12801,2.102
496.74,12803,1.98
496.79,12805,1.811
496.84,12807,1.919
496.89,12809,2.042
496.94,12811,1.946
496.99,12813,1.981
497.04,12815,2.104
497.09,12817,2.227
497.14,12819,2.361
497.19,12821,2.368
497.24,12823,2.232
497.29,12825,2.197
497.34,12827,2.15
497.39,12829,2.189
497.44,12831,2.139
497.49,12833,2.152
497.54,12835,2.147
497.59,12837,2.198
497.64,12839,2.225
497.69,12841,2.075
497.74,12843,2.073
497.79,12845,2.027
497.84,12847,2.082
497.94,12851,2.063
497.99,12853,2.035
498.04,12855,2.048
498.09,12857,1.966
498.14,12859,1.993
498.19,12861,2.078
498.24,12863,2.044
498.31,12866,2.078
498.36,12868,2.102
498.41,12870,2.303
498.46,12872,1.992
498.51,12874,2.173
498.56,12876,2.122
498.61,12878,1.937
